"company","serial_number","name","asset_tag","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1297846-0017","AO800300-CRT","HSS-9800522","ERGOTRON","SV43-1310-0","AO800300","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor"
"Island Health","1296598-0017","AO800301-CRT","HSS-9800523","ERGOTRON","SV43-2570-0","AO800301","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor"
"Island Health","1296598-0015","AO800302-CRT","HSS-9800524","ERGOTRON","SV43-2570-0","AO800302","VIHA-CICHC-Cormorant Island Community Health Centre-Main Building-1st Floor"
"Island Health","1299486-0008","AO800336-CRT","HSS-9800525","ERGOTRON","SV43-2570-0","AO800336","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1297849-0007","AO800305-CRT","HSS-9800526","ERGOTRON","SV43-2570-0","AO800305","VIHA-ERM-Eagle Ridge Manor-Main Building-1st Floor"
"Island Health","1297846-0012","AO800332-CRT","HSS-9800527","ERGOTRON","SV43-2570-0","AO800332","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1801000-0061","AO000176-CRT","HSS-9800535","ERGOTRON","SV43-2570-0","AO000176","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1297850-0062","AO000525-CRT","HSS-9800536","ERGOTRON","SV43-1310-0","AO000525","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1801000-0002","AO000285-CRT","HSS-9800537","ERGOTRON","SV43-2570-0","AO000285","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1800999-0010","AO000342-CRT","HSS-9800544","ERGOTRON","SV43-2570-0","AO000342","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1991510-0006","AO005590-CRT","HSS-9800547","ERGOTRON","C50-3510-0","AO005590","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","2025437-0034","AO005584-CRT","HSS-9800548","ERGOTRON","C50-3510-0","AO005584","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1820404-0099","AO000936-CRT","HSS-9800549","ERGOTRON","C50-3510-0","AO000936","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1823443-0092","AO000978-CRT","HSS-9800550","ERGOTRON","C50-3510-0","AO000978","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1841539-0006","AO000925-CRT","HSS-9800551","ERGOTRON","C50-3510-0","AO000925","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","188870-60023","AO001698-CRT","HSS-9800552","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2013610-0037","AO005606-CRT","HSS-9800553","ERGOTRON","C50-3510-0","AO005606","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269828-0024","AO000068-CRT","HSS-9800554","ERGOTRON","C50-3510-0","AO000068","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1897999-0006","AO001653-CRT","HSS-9800555","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826808-0041","AO005097-CRT","HSS-9800556","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1896397-0039","AO005220-CRT","HSS-9800558","ERGOTRON","SV43-1310-0","AO005220","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1896907-0051","AO005247-CRT","HSS-9800559","ERGOTRON","SV43-1310-0","AO005247","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2028266-0116","AO800416-CRT","HSS-9800562","ERGOTRON","C50-3500-0","AO800416","VIHA-SPH-Saanich Peninsula Hospital"
"Island Health","1896906-0029","AO005260-CRT","HSS-9800568","ERGOTRON","SV43-1310-0","AO005260","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1854605-0002","AO001546-CRT","HSS-9800579","ERGOTRON","SV43-2570-0","AO001546","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1896397-0028","AO005006-CRT","HSS-9800580","ERGOTRON","C50-3510-0","AO005006","VIHA-GRH-Gorge Road Hospital-Main Building"
"Island Health","1854599-0026","AO001582-CRT","HSS-9800581","ERGOTRON","SV43-2570-0","AO001582","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1823443-0032","AO000703-CRT","HSS-9800602","ERGOTRON","C50-3510-0","AO000703","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1845011-0009","AO000990-CRT","HSS-9800603","ERGOTRON","C50-3500-0","AO000990","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1800999-0032","AO000192-CRT","HSS-9800604","ERGOTRON","SV43-2570-0","AO000192","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1801000-0023","AO000211-CRT","HSS-9800605","ERGOTRON","SV43-2570-0","AO000211","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1841539-0007","AO000591-CRT","HSS-9800606","ERGOTRON","C50-3510-0","AO000591","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1801000-0016","AO000181-CRT","HSS-9800607","ERGOTRON","SV43-2570-0","AO000181","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1820501-0048","AO000707-CRT","HSS-9800608","ERGOTRON","C50-3510-0","AO000707","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1801000-0067","AO000212-CRT","HSS-9800609","ERGOTRON","SV43-2570-0","AO000212","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1800999-0037","AO000685-CRT","HSS-9800610","ERGOTRON","SV43-2570-0","AO000685","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800998-0011","AO000172-CRT","HSS-9800611","ERGOTRON","SV43-2570-0","AO000172","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1896906-0034","AO005252-CRT","HSS-9800612","ERGOTRON","SV43-1310-0","AO005252","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0039","AO000167-CRT","HSS-9800614","ERGOTRON","SV43-2570-0","AO000167","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1822913-0095","AO000217-CRT","HSS-9800615","ERGOTRON","C50-3510-0","AO000217","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1818924-0111","AO000198-CRT","HSS-9800616","ERGOTRON","SV43-13C0-0","AO000198","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1297847-0018","AO000034-CRT","HSS-9800617","ERGOTRON","C50-3510-0","AO000034","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0033","AO000158-CRT","HSS-9800618","ERGOTRON","SV43-2570-0","AO000158","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1873907-0033","AO005054-CRT","HSS-9800625","ERGOTRON","C50-3510-0","AO005054","VIHA-DVUPCC-Downtown Victoria Urgent Primary Care Centre"
"Island Health","1841714-0104","AO000195-CRT","HSS-9800626","ERGOTRON","C50-3500-0","AO000195","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1896908-0010","AO001650-CRT","HSS-9800627","ERGOTRON","","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor"
"Island Health","1826513-0088","AO001535-CRT","HSS-9800628","ERGOTRON","C50-3500-0","AO001535","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1801000-0028","AO000250-CRT","HSS-9800629","ERGOTRON","SV43-2570-0","AO000250","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1800998-0022","AO000199-CRT","HSS-9800630","ERGOTRON","SV43-2570-0","AO000199","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1826512-0013","AO000201-CRT","HSS-9800631","ERGOTRON","C50-3510-0","AO000201","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1800998-0017","AO000200-CRT","HSS-9800632","ERGOTRON","SV43-2570-0","AO000200","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1848798-0036","AO000970-CRT","HSS-9800633","ERGOTRON","C50-3510-0","AO000970","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269742-0043","AO000134-CRT","HSS-9800634","ERGOTRON","C50-3510-0","AO000134","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1296598-0014","AO000050-CRT","HSS-9800635","ERGOTRON","SV43-2570-0","AO000050","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor"
"Island Health","1269828-0023","AO000120-CRT","HSS-9800636","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor"
"Island Health","1297850-0028","AO000292-CRT","HSS-9800637","ERGOTRON","SV43-1310-0","","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1801000-0008","AO000284-CRT","HSS-9800638","ERGOTRON","SV43-2570-0","AO1000068","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","2024964-0004","AO005680-CRT","HSS-9800638","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1801000-0030","AO000523-CRT","HSS-9800639","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800998-0019","AO000236-CRT","HSS-9800641","ERGOTRON","SV43-2570-0","AO000236","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800999-0018","AO000519-CRT","HSS-9800642","ERGOTRON","SV43-2570-0","AO000519","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1800998-0002","AO000246-CRT","HSS-9800643","ERGOTRON","SV43-2570-0","AO000246","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","2014397-0067","AO005623-CRT","HSS-9800644","ERGOTRON","C50-3510-0","AO005623","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1896397-0016","AO005276-CRT","hss-9800645","ERGOTRON","SV43-1310-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1842508-0074","AO000734-CRT","HSS-9800646","ERGOTRON","C50-3510-0","AO000734LEG","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1801000-0004","AO001534-CRT","HSS-9800647","ERGOTRON","SV43-2570-0","AO001534","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1801000-0009","AO000520-CRT","HSS-9800648","ERGOTRON","SV43-2570-0","AO000520LEG","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1826612-0021","AO000967-CRT","HSS-9800649","ERGOTRON","C50-3510-0","AO000967","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1801000-0025","AO000183-CRT","HSS-9800650","ERGOTRON","C50-3510-0","AO000183","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1896906-0017","AO005250-CRT","HSS-9800651","ERGOTRON","SV43-1310-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1800999-0008","AO000204-CRT","HSS-9800652","ERGOTRON","SV43-2570-0","AO000204","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1297846-0057","AO005173-CRT","HSS-9800653","ERGOTRON","SV43-2570-0","AO005173","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","2014397-0054","AO005641-CRT","HSS-9800654","ERGOTRON","C50-3510-0","AO005641","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297848-0006","AO000083-CRT","HSS-9800655","ERGOTRON","SV43-2570-0","AO000083","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2013610-0031","AO005663-CRT","HSS-9800656","ERGOTRON","C50-3510-0","AO005663","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297846-0043","AO000087-CRT","HSS-9800658","ERGOTRON","C50-3510-0","AO000087","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1269827-0027","AO000138-CRT","HSS-9800659","ERGOTRON","C50-3510-0","AO000138","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2013610-0020","AO005664-CRT","HSS-9800660","ERGOTRON","C50-3510-0","AO005664","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297846-0044","AO000077-CRT","HSS-9800661","ERGOTRON","C50-3510-0","AO000077","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1842508-0077","AO000968-CRT","HSS-9800662","ERGOTRON","C50-3510-0","AO000968","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1297846-0038","AO000024-CRT","HSS-9800663","ERGOTRON","SV43-2570-0","AO000232","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1823425-0076","AO000699-CRT","HSS-9800664","ERGOTRON","C50-3510-0","AO000699","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1296598-0009","AO000009-CRT","HSS-9800665","ERGOTRON","SV43-2570-0","AO000009","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1841311-0045","AO000731-CRT","HSS-9800666","ERGOTRON","C50-3510-0","AO000731","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2014397-0037","AO005559-CRT","HSS-9800667","ERGOTRON","C50-3510-0","AO005559","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1297848-0056","AO000005-CRT","HSS-9800668","ERGOTRON","SV43-2570-0","AO000005","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2011724-0106","AO005672-CRT","HSS-9800669","ERGOTRON","C50-3510-0","AO005672","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1826808-0052","AO000881-CRT","HSS-9800670","ERGOTRON","C50-3510-0","AO000881","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","2014397-0028","AO005564-CRT","HSS-9800671","ERGOTRON","C50-3510-0","AO005564","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1296598-0007","AO000022-CRT","HSS-9800672","ERGOTRON","SV43-2570-0","AO000022","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1296598-0021","AO000010-CRT","HSS-9800673","ERGOTRON","SV43-2570-0","AO000010","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1822783-0105","AO000698-CRT","HSS-9800674","ERGOTRON","C50-3510-0","AO000698","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","2011734-0091","AO005619-CRT","HSS-9800675","ERGOTRON","C50-3510-0","AO005619","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1842508-0063","AO001094-CRT","HSS-9800677","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1826036-0001","AO001059-CRT","HSS-9800678","ERGOTRON","C50-3510-0","AO001059","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1826612-0064","AO001082-CRT","HSS-9800679","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1823306-0003","AO001073-CRT","HSS-9800680","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1844312-0073","AO001081-CRT","HSS-9800681","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1826917-0042","AO001069-CRT","HSS-9800682","ERGOTRON","C50-3510-0","AO001069","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1826512-0010","AO001098-CRT","HSS-9800683","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1824322-0094","AO001068-CRT","HSS-9800684","ERGOTRON","C50-3500-0","AO001068","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1823425-0072","AO001078-CRT","HSS-9800685","ERGOTRON","C50-3510-0","AO001078","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1844813-0045","AO001060-CRT","HSS-9800686","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1845011-0012","AO001104-CRT","HSS-9800687","ERGOTRON","SV41-6300-0","AO001104","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1826036-0038","AO001103-CRT","HSS-9800688","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1844008-0003","AO001095-CRT","HSS-9800689","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1844813-0100","AO001062-CRT","HSS-9800690","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1844813-0019","AO001089-CRT","HSS-9800691","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1824322-0093","AO001067-CRT","HSS-9800692","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-2nd Floor"
"Island Health","1842508-0068","AO001065-CRT","HSS-9800693","ERGOTRON","C50-3510-0","AO001065","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1845011-0011","AO001105-CRT","HSS-9800694","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1841311-0046","AO001075-CRT","HSS-9800695","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1826612-0002","AO001077-CRT","HSS-9800696","ERGOTRON","SV43-13C0-0","","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1826116-0027","AO001107-CRT","HSS-9800697","ERGOTRON","C50-3510-0","AO001107","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1854605-0011","AO005293-CRT","HSS-9800700","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1896908-0017","AO005451-CRT","HSS-9800701","ERGOTRON","","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1854604-0027","AO001671-CRT","HSS-9800702","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1854599-0030","AO001536-CRT","HSS-9800703","ERGOTRON","SV43-2570-0","AO001536","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1854604-0020","AO005448-CRT","HSS-9800704","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1801000-0001","AO005270-CRT","HSS-9800705","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1801000-0024","AO001683-CRT","HSS-9800706","ERGOTRON","SV43-2570-0","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1991052-0011","AO005585-CRT","HSS-9800707","ERGOTRON","C50-3510-0","AO005585","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1873973-0130","AO001674-CRT","HSS-9800708","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1823715-0032","AO000956-CRT","HSS-9800710","ERGOTRON","C50-3510-0","AO000956","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1854604-0010","AO005471-CRT","HSS-9800711","ERGOTRON","SV43-2570-0","AO005211","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1269742-0034","AO000091-CRT","HSS-9800712","ERGOTRON","C50-3510-0","AO000091","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1269741-0036","AO000391-CRT","HSS-9800713","ERGOTRON","C50-3510-0","AO000391","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2014367-0059","AO005604-CRT","HSS-9800714","ERGOTRON","C50-3510-0","AO005604","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1269828-0042","AO000928-CRT","HSS-9800717","ERGOTRON","C50-3500-0","AO000928","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1269827-0033","AO000057-CRT","HSS-9800718","ERGOTRON","C50-3510-0","AO000057","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1854605-0028","AO005035-CRT","HSS-9800719","ERGOTRON","SV43-2570-0","AO005035","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1885410-0022","AO001666-CRT","HSS-9800720","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0007","AO000932-CRT","HSS-9800721","ERGOTRON","C50-3510-0","AO800341","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1297848-0007","AO005161-CRT","HSS-9800723","ERGOTRON","SV43-1310-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1823443-0091","AO000953-CRT","HSS-9800724","ERGOTRON","C50-3510-0","AO000953","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1841714-0106","AO000730-CRT","HSS-9800725","ERGOTRON","C50-3510-0","AO000730","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826036-0028","AO000927-CRT","HSS-9800726","ERGOTRON","C50-3510-0","AO000927","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1848798-0042","AO000683-CRT","HSS-9800727","ERGOTRON","C50-3510-0","AO000683","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0103","AO001591-CRT","HSS-9800728","ERGOTRON","C50-3510-0","AO001591","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1848798-0040","AO000687-CRT","HSS-9800729","ERGOTRON","C50-3510-0","AO000687","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1820404-0049","AO005024-CRT","HSS-9800730","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826808-0031","AO000950-CRT","HSS-9800731","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0011","AO000964-CRT","HSS-9800732","ERGOTRON","C50-3510-0","AO000964","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","045426-0069","AO005598-CRT","HSS-9800733","ERGOTRON","C50-3510-0","AO005598","VIHA-GVHF-Victoria Hospitals Foundation"
"Island Health","1269741-0042","AO000127-CRT","HSS-9800734","ERGOTRON","C50-3510-0","AO000127","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2011734-0107","AO005575-CRT","HSS-9800735","ERGOTRON","C50-3510-0","AO005575","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2014397-0036","AO005603-CRT","HSS-9800736","ERGOTRON","C50-3510-0","AO005603","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826808-0053","AO000941-CRT","HSS-9800737","ERGOTRON","C50-3510-0","AO000941LEG","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1873907-0038","AO001684-CRT","HSS-9800738","ERGOTRON","SV43-13C0-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2010504-0046","AO005439-CRT","HSS-9800739","ERGOTRON","C50-3510-0","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2014397-0034","AO005621-CRT","HSS-9800740","ERGOTRON","C50-3510-0","AO005621","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1826036-0022","AO000702-CRT","HSS-9800741","ERGOTRON","C50-3510-0","AO000702","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1269741-0016","AO001494-CRT","HSS-9800742","ERGOTRON","SV43-1310-0","AO001494","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1844813-0103","AO000677-CRT","HSS-9800743","ERGOTRON","C50-3510-0","AO000677","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800998-0021","AO000168-CRT","HSS-9800744","ERGOTRON","SV43-2570-0","AO000168","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800999-0034","AO000205-CRT","HSS-9800745","ERGOTRON","SV43-2570-0","AO000205","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800999-0003","AO000141-CRT","HSS-9800746","ERGOTRON","SV43-2570-0","AO000141","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800999-0026","AO000210-CRT","HSS-9800747","ERGOTRON","SV43-2570-0","AO000210","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
