"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_scheduled_retirement","operational_status","u_last_rounded_date","comments","u_location_comments","u_device_rounding","u_department_location","location.u_deskside_assignment_group","u_category","model_id","short_description"
"LD031236","HSS-8099849","SD00PJJQ","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","GSS Area","1","ISLHTRP20260803-013","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD037876","HSS-8099860","SD00PK7N","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","GSS Kelly","1","ISLHTRP20260803-024","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD030728","HSS-8065005","4FP4NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","Hall Room","2","VIHATRP20220718-042","12/31/2026","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD066175","HSS-8084591","7BB59W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","HNC - North Team (x62170 AB)","1","VIHATRP20240318-061","04/30/2028","Operational","05/07/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD101348","HSS-8094549","CX5MR54","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","CRHCC","Home Support Nurse FTE","1st Floor","ISLHTRP20250721-061","03/31/2029","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"PC033368","HSS-8066638","GLV4XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Homestead North","1","VIHATRP20220919-086","01/31/2027","Operational","05/21/2025","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","VIGIL Remote (VIGIL-Yucalta)"
"PC033367","HSS-8066641","94D5XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Homestead South","1","VIHATRP20220919-089","01/31/2027","Operational","05/21/2025","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","VIGIL Remote (VIGIL-Yucalta)"
"PC023651","HSS-8066625","8NB5XP3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Hospice Nurse's station","1","VIHATRP20220919-073","01/31/2027","Operational","02/26/2026","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"AO800006","HSS-8098142","C25318M204","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Hospice Office","1","ISLHTRP20260323-047","01/31/2030","Operational","","","","Mobile Cart","YLRS","NTT-Deskside Services-CampbellRiver-Local","All-in-One","TANGENT MEDIX 22B V20",""
"LD037874","HSS-8099853","PF61LBCB","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","HS North Team","1","ISLHTRP20260803-017","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD030711","HSS-8099844","SD00PJHC","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","HS South Team","1","ISLHTRP20260803-008","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD033192","HSS-8099842","SD00NQNX","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-2nd Floor","Campbell River","Main Building","HSADD - JAC","2","ISLHTRP20260803-006","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD030703","HSS-8066629","368KLN3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-2nd Floor","Campbell River","Main Building","HSCL","2","VIHATRP20220919-077","02/28/2027","Operational","07/26/2024","","","General Rounding"," ","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD034751","HSS-8084570","G0G79W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-2nd Floor","Campbell River","Main Building","HSCL","2nd Floor","VIHATRP20240318-038","04/30/2028","Operational","07/26/2024","","","General Rounding","Hlth Svcs For Comm Liv","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"LD031255","HSS-8084568","J4FB9W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-2nd Floor","Campbell River","Main Building","HSCL","2nd Floor","VIHATRP20240318-036","04/30/2028","Operational","07/26/2024","","","General Rounding","Hlth Svcs For Comm Liv","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD057894","HSS-8098638","PF61MADD","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","Irka Chambers' room","1","ISLHTRP20260518-055","06/30/2030","Operational","","","Serial Number: 8P219K3
New computer; old SN is FB6N5G3","General Rounding","CLHA 1/2/4 Partial 3/8","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1","Dell Latitude 7420"
"LD032711","HSS-8091055","J6RHVW3","VIHA-CRIP-Campbell River Ironwood Place-Main Building-1st Floor","Campbell River","Main Building","IRONWOOD PLACE - 1351 Ironwood","1","VIHATRP20241104-014","12/31/2028","Operational","04/21/2026","","","General Rounding","Campbell River Home & Community Care","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD055963","HSS-8093927","6JSTFW3","VIHA-CRPH-Campbell River Public Health-Main Building","Campbell River","Main Building","Julie Peters","2","ISLHTRP20250616-065","03/31/2029","Operational","06/11/2026","","","General Rounding","CRPH","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD033765","HSS-8089280","5R9SCW3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","CRG","Kitchen","0","VIHATRP20240819-026","09/30/2028","Operational","","","","General Rounding","CI/NI Food Services Admin","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"PC044156","HSS-8087515","D5S0724","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Kitchen Office - key lock","1st Floor","VIHATRP20240610-077","08/31/2028","Operational","05/21/2025","","","General Rounding","CI/NI Diabetes and Nutrition","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC034812","HSS-8079361","48D2QR3","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","Main Building","LAB","1","VIHATRP20230916-044","06/30/2027","Operational","06/30/2026","","","General Rounding","Clinical Laboratory","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OPTIPLEX 7000 MICRO V1","LENOVO THINKCENTRE M910q i5-7500T 2.5GHZ"
"LD066031","HSS-8084565","27HD9W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Leadership ? Jennifer Richardson","1st Floor","VIHATRP20240318-033","04/30/2028","Operational","07/26/2024","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO X380 YOGA i7-8650U 1.9GHz 8MB 13."
"LD101201","HSS-1044842","J822SV3","VIHA-CRCS-Cedar Street Medical Clinic-Main Building-1st Floor","Campbell River","Main Building","Main","1","REQ1156350-RITM1217518-SCTASK1959323","01/31/2028","Operational","","","LD101201 is not in CRG.
It is located in Cedar Street Medical Clinic - 1210 Cedar st. Campbell River","Excluded","Clinic","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"PC035177","HSS-8087954","63C6724","VIHA-ZHU-Zeballos Health Unit-Main Building-1st Floor","Zeballos","Main Building","main exam room (Doc room #1)","1st Floor","VIHATRP20240624-033","07/31/2028","Operational","","","","General Rounding","Strathcona/Remote Communities","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC044200","HSS-8087516","24S0724","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Main Kitchen - key lock","1st Floor","VIHATRP20240610-078","08/31/2028","Operational","05/21/2025","","","General Rounding","Food Services North/West","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD024635","HSS-8100299","SD006DJT","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-1st Floor","Campbell River","CRG - Basement","Main office","1","ISLHTRP20260824-078","","Operational","","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1","13Jan2025 - Located at CRG Pharmacy - confirmed working"
"LD024635LEG","HSS-8022246","D0N88C3","VIHA-CRG-Campbell River General Hospital-Corporate-Whitehouse-1st Floor","Campbell River","Whitehouse","Main office","1","VIHATRP20210614-019","10/31/2025","Operational","03/17/2026","","","General Rounding","Pharmacy","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7420 V3","13Jan2025 - Located at CRG Pharmacy - confirmed working"
"PC035171","HSS-8087953","G946724","VIHA-ZHU-Zeballos Health Unit-Main Building-1st Floor","Zeballos","Main Building","main room","1st Floor","VIHATRP20240624-032","07/31/2028","Operational","","","","General Rounding","Strathcona/Remote Communities","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC030732","HSS-8087952","8Q76724","VIHA-ZHU-Zeballos Health Unit-Main Building-1st Floor","Zeballos","Main Building","Main- telehealth rooom (Doc room #2)","1st Floor","VIHATRP20240624-031","07/31/2028","Operational","","","","General Rounding","Strathcona/Remote Communities","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD034941","HSS-8072539","24X2NN3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","Manager's Office - key lock","1","VIHATRP20230227-032","05/31/2027","Operational","05/21/2025","","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD031247","HSS-8096136","B65P774","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","Main Building","Manager's office - Key lock","1st Floor","ISLHTRP100625-014","11/30/2029","Operational","06/30/2026","","20221128-VIHA-SJGH-St. Joseph's General Hospital was formally closed October 21, 2017
and the remaining site was named VIHA-SJC-St. Joseph's Campus.
Location updated to VIHA-SJC-St. Joseph's Campus per TASK0035172","General Rounding","Emergency","NTT-Deskside Services-CampbellRiver-Remote","Laptop","Dell LATITUDE 7450 V4",""
"PC034818","HSS-8079360","B6D2QR3","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","Main Building","Manager's office - Key lock","1","VIHATRP20230916-043","06/30/2027","Operational","06/30/2026","","","General Rounding","Rural Health","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OPTIPLEX 7000 MICRO V1","LENOVO THINKCENTRE M910q i5-7500T 2.5GHZ"
"LD033194","HSS-8099848","PF620FGT","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Managers","1","ISLHTRP20260803-012","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD066132","HSS-8084556","J5B59W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Mary CM","1","VIHATRP20240318-024","04/30/2028","Operational","05/07/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO X380 YOGA i7-8650U 1.9GHz 8MB 13."
"LD108056","HSS-1940661","79YF5X3","VIHA-CRG-Campbell River General Hospital","Campbell River","Main","Med Room","1","DMND0005553","10/31/2027","Operational","","","","","","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7430 V1",""
"LD065600","HSS-8066637","6FF3NN3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Meeting Room","1","VIHATRP20220919-085","01/31/2027","Operational","05/21/2025","","","General Rounding","Yucalta","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC043247","HSS-8072917","9XP3KQ3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","Main Building","Meeting Room","1","VIHATRP20230313-062","05/31/2027","Operational","05/21/2025","","","General Rounding"," ","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD066685","HSS-8090773","71WQCW3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","Meeting Rooms 1-3","1st Floor","VIHATRP20241028-033","12/31/2028","Operational","","","","General Rounding","Emergency Management","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD066681","HSS-8090774","D61TQW3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","Meeting Rooms 1-3","1st Floor","VIHATRP20241028-034","12/31/2028","Operational","","","","General Rounding","Emergency Management","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"LD022926","HSS-8087481","JV5TCW3","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","Melanie Balfour works CRH/CVH","1","VIHATRP20240610-043","07/31/2028","Operational","","","","General Rounding","Patient & Material Logistics","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"TD032004","HSS-1041613","9NS2HW3","VIHA-CRED-Campbell River Eagle Drive-Main Building-2nd Floor","Campbell River","Main Building","Michelle McClain","2","REQ0834949-RITM0877262-SCTASK1403129","04/30/2027","Operational","07/24/2024","","","General Rounding","Aboriginal Health","NTT-Deskside Services-CampbellRiver-Local","Tablet","Dell LATITUDE 9430",""
"LD086238","HSS-1047230","298QCW3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","CRHCC","MSIP Coach","1","REQ1366322-RITM1441174-SCTASK2331255","09/30/2028","Operational","05/07/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"PC052400","HSS-8079371","5CYVPR3","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","Main Building","Multipurpose Room - key lock","1","VIHATRP20230916-091","06/30/2027","Operational","06/30/2026","","","General Rounding","Emergency","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"LD105985","HSS-8026926","DTBHBK3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","220 Dogwood Street","N/A","1","REQ1931655-RITM2039070-SCTASK3273553","07/31/2026","Operational","04/19/2023","RITM2039070 - Redeployed as NEW/Old stock on 27Oct2025","","Excluded","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD036324","HSS-8018783","PC16BKKE","VIHA-NIMC-North Island Medical Clinic-Main Building-1st Floor","Campbell River","Main Building","NA","1","","12/31/2022","Operational","","","","General Rounding","Primary Health Care","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T480S","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"LD024281","HSS-8098375","PF61M4DM","VIHA-CRSR_1307-Campbell River Shoppers Row (Unit 1307)-Main Building-1st Floor","Campbell River","","No Fixed Room","2","ISLHTRP20260413-032","05/31/2030","Operational","","","","","","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD027122","HSS-8091861","2X5F2T2","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","No Fixed Room","1","VIHATRP20250113-037","12/31/2028","Operational","02/09/2026","","","General Rounding","EPMO Portfolio A","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD102067","HSS-1046529","FZKVCW3","VIHA-CRMC-Campbell River Marwalk Crescent-Main Building","Campbell River","Main Building","No Fixed Room","2","REQ1303103-RITM1374178-SCTASK2202145","06/30/2028","Operational","","","","General Rounding","Marwalk","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD028956","HSS-1017889","PC15BFWF","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","No home room","1","","09/30/2022","Operational","01/28/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T480S",""
"LD101969","HSS-1046452","G5FHVW3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","CR Dogwood","No home room","1","REQ1289157-RITM1359397-SCTASK2177541","05/31/2028","Operational","01/28/2026","02May2024 - RITM1359397 - Delivered to CR Dodwood.","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD065465","HSS-8065027","1TV4NN3","VIHA-CRMHAS-Campbell River Mental Health & Addiction Services-Main Building-2nd Floor","Campbell River","Main Building","No home room","2","VIHATRP20220718-064","01/31/2027","Operational","07/24/2024","","","General Rounding","Mental Health and Addiction Services","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD022417","HSS-8079355","528SDY3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","North HCN","1st Floor","VIHATRP20230916-038","11/30/2027","Operational","03/17/2026","","","General Rounding","3D Medicine","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO THNKPD T480s i5-8350 1.7GHZ 6MB 1"
"LD021655","HSS-8099838","SD00NQQD","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","North LPN Nursing Desk","1","ISLHTRP20260803-002","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD066032","HSS-8084567","41S79W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","North NSG ? Carmen Zmaeff","1","VIHATRP20240318-035","04/30/2028","Operational","05/07/2026","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO X380 YOGA i7-8650U 1.9GHz 8MB 13."
"LD032714","HSS-8099868","SD00PK33","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","North OT - Adrienne","1","ISLHTRP20260803-032","06/30/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD027168","HSS-8066630","978KLN3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","North Team","1","VIHATRP20220919-078","02/28/2027","Operational","05/07/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"LD032716","HSS-8099859","SD00PH1E","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","CRHCC","North Team - Diane","1","ISLHTRP20260803-023","07/31/2030","Operational","","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"LD036460","HSS-8008875","PC0B3UAE","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","NOT FOUND","1","","08/31/2019","Operational","02/22/2024","","","Excluded"," CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T450S","Not existing in AD"
"TD020311","HSS-1016763","MP1DPRF6","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","GRHC","Not Found in AD","1","","01/31/2022","Operational","06/30/2026","16Dec2024 - Was missing - Found at GRHC 16Dec2024","Brenda Bailey | Administrative Assistant: Community Hospitals
Administrative Assistant to:
Gaylene Jacobson  � Manager
Phone: 250.283.2626 ext. 64424 | email: brenda.bailey@islandhealth.ca
Gold River Health Centre    |Fax: 250.283.7561 LOCAL 64424
","General Rounding","GRHC","NTT-Deskside Services-CampbellRiver-Remote","Laptop","Lenovo THINKPAD YOGA 370",""
"LD086215","HSS-1047176","JLSQCW3","VIHA-CRG-Campbell River General Hospital-Main Building-3rd Floor","Campbell River","Main Building","Not in CR3205","3","REQ1368255-RITM1443212-SCTASK2314215","07/31/2028","Operational","05/25/2026","","","General Rounding","General Medical / Surgical Inpatient Unit","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7440 V7",""
"PC024080","HSS-1952629","MJ0531CJ","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","NTT Loaner Room","B1","","06/30/2020","Operational","09/15/2023","Lent by: 
Lent to:  
INC#:  
Date:  

04/02/26 Pending Refresh - Changing to Operational per request from TRP Team in an attempt to have this device show up in their system.","*DO NOT SET AS OPERATIONAL OR STOCKROOM WILL BE REMOVED - IN-STOCK OR IN-STOCK RESERVED!*","Excluded","","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M900","NTT DESKSIDE HOT SPARE"
"LD065934","HSS-8084559","C7S69W3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","Nurse Practitioner","1","VIHATRP20240318-027","04/30/2028","Operational","01/28/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2","LENOVO X380 YOGA i7-8650U 1.9GHz 8MB 13."
"PC034820","HSS-8079358","57D2QR3","VIHA-GRHC-Gold River Health Centre-Main Building-1st Floor","Gold River","Main Building","nurse practitioner - key lock","1","VIHATRP20230916-041","06/30/2027","Operational","06/30/2026","","","General Rounding","General Administration","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OPTIPLEX 7000 MICRO V1","LENOVO THINKCENTRE M910q i5-7500T 2.5GHZ"
"LD035577","HSS-8072915","315GLN3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","Nurse Team Lead - key lock","1","VIHATRP20230313-060","05/31/2027","Operational","05/21/2025","","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7420 V3",""
"PC067141","HSS-8080291","BR6VPR3","VIHA-CIHU-Cortes Island Health Unit-Main Building-1st Floor","Mansons Landing","Cortes Health Centre","Nurses Office","1","VIHATRP20231106-104","06/30/2027","Operational","07/25/2024","","","General Rounding","Cortes Health Centre","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OPTIPLEX 7000 MICRO V1","HAPC615 PC Tiny 8GB"
"AO005152","HSS-1041818","C22305M166","VIHA-THC-Tahsis Health Centre-Main Building-1st Floor","Tahsis","Main Building","Nursing","1","Lease Information Extract - HPFS Tangent","09/30/2025","Operational","06/30/2026","Deployed to GRHC but possibly relocated by VIHA staff to Tahsis Health Centre","","Mobile Cart","Nursing","NTT-Deskside Services-CampbellRiver-Remote","All-in-One","Tangent Medix T22B AiO 3517U",""
"PC035162","HSS-8059174","19P6VH3","VIHA-THC-Tahsis Health Centre-Main Building-1st Floor","Tahsis","Main Building","Nursing Station","1","VIHATRP20220613-030","11/30/2026","Operational","06/30/2026","","","General Rounding","General Administration","NTT-Deskside Services-CampbellRiver-Remote","Desktop","Dell OPTIPLEX 7090 MICRO V1",""
"LD068777","HSS-1049355","1CPSFW3","VIHA-YLRS-Yucalta Lodge-Main Building-1st Floor","Campbell River","YLRS","Occupational Therapist Room","1","REQ1591228-RITM1678966-SCTASK2704949","02/28/2029","Operational","05/21/2025","Deployed on Feb.6, 2025 - RITM1678966","","General Rounding","YLRS","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7450 V4",""
"LD068020","HSS-1047207","7K2QCW3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Office Coordinator","1","REQ1367428-RITM1442344-SCTASK2321096","07/31/2028","Operational","05/07/2026","","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD080997","HSS-1047108","D78QCW3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","CRHCC","Office Coordinator","1","REQ1366311-RITM1441163-SCTASK2312382","07/31/2028","Operational","05/07/2026","RITM1441163  - Delivered 17June2024 to Meghan.Harrison@islandhealth.ca
Updated CMDB.
Attached signed packing slip.","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"PC085372","HSS-1047234","C846724","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Office Coordinator","1","REQ1366324-RITM1441176-SCTASK2331355","09/30/2028","Operational","05/07/2026","03July2024 - RITM1441176 - Shipped to CRHCC Purolator 334797774752 Shiplink 21607","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD102608","HSS-1047551","BR5TCW3","VIHA-CRHCC-Campbell River Home & Community Care","Campbell River","CRHCC","Office Coordinator","1","REQ1398855-RITM1475663-SCTASK2401988","08/31/2028","Operational","05/08/2025","RITM1475663 August 2 shiPped to CRHCC via Purolator 334850868707 Shiplink 22640","","General Rounding","CRHCC","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7440 V7",""
"LD033193","HSS-8084555","FBM89W3","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","Office Coordinators office","1st Floor","VIHATRP20240318-023","04/30/2028","Operational","07/26/2024","","","General Rounding","CCD Admin Support-CR","NTT-Deskside Services-CampbellRiver-Local","Laptop","DELL LATITUDE 7440 V2",""
"LD080586","HSS-1042265","5F7SQV3","VIHA-CRDS-Campbell River Dogwood Street-Main Building-1st Floor","Campbell River","Main Building","Office South West corner.","1","REQ0888158-RITM0933610-SCTASK1512674","05/31/2027","Operational","01/28/2026","","","General Rounding","CR Dogwood","NTT-Deskside Services-CampbellRiver-Local","Laptop","Dell LATITUDE 7430 V1",""
