"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"AO800388","HSS-8086786","T23713M135","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","2700","2","VIHATRP20240520-070","","06/18/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 24 V2"
"AO800391","HSS-8086790","T23713M028","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","MDRD","1","VIHATRP20240520-070","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 24 V2"
"PC039732","HSS-8069559","C9X2XP3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1713","1","VIHATRP20221212-054","","01/22/2025","General Rounding","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO800387","HSS-8086785","T23713M148","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","MDRD","1","VIHATRP20240520-070","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 24 V2"
"AO800382","HSS-8086379","C23801M185","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","MDRD","1","VIHATRP20240506-050","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"AO800410","HSS-8091851","C24805M085","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","MDRD","1","VIHATRP20250106-063","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V12"
"AO000641","HSS-8086377","C23801M066","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1712","1","VIHATRP20240506-048","","04/27/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"PC038906","HSS-8061674","6PRQQN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1701","1","VIHATRP20220815-133","","03/06/2026","General Rounding","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000261","HSS-8086378","C23801M153","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1710","1","VIHATRP20240506-049","","04/27/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V2"
"PC037127","HSS-8099151","MZ03FQ7W","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1703","1","ISLHTRP20260615-054","","","General Rounding","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKCENTRE M90Q GEN6"
"AO800411","HSS-8091852","C24805M086","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1712","1","VIHATRP20250106-064","","04/27/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V12"
"AO000257","HSS-8086381","C23719M092","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","1710","1","VIHATRP20240506-052","","04/27/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB"
"PC030818","HSS-8085911","F464X04","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1710","1","VIHATRP20240422-073","","03/06/2026","General Rounding","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC037056","HSS-8061669","9ZX1RN3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1726","1","VIHATRP20220815-137","","01/22/2025","General Rounding","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO800413","HSS-8091855","C24805M082","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","MDRD","1","VIHATRP20250106-067","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V12"
"AO001710","HSS-8092557","C25122M055","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","1710","1","VIHATRP20250310-031","","05/20/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V20"
"AO800384","HSS-8086783","T23713M099","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main building","MDRD","1","VIHATRP20240520-070","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 24 V2"
"AO800412","HSS-8091853","C24805M070","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","MDRD","1","VIHATRP20250106-065","","05/25/2026","Mobile Cart","Medical Device Reprocessing","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V12"
"PC039720","HSS-8080817","7K3VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2564","2","VIHATRP20231127-071","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051974","HSS-8079570","9X9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2574","2","VIHATRP20231023-024","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051478","HSS-8069568","FN7YTH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2517","2","VIHATRP20221212-063","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 TOWER V1"
"PC050435LEG","HSS-8018806","MJ09XV3V","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2530","2","","","03/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKCENTRE M920Q V1"
"PC050676","HSS-8079605","JY9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2534","2","VIHATRP20231023-058","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051973","HSS-8082357","G79LPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2542A","2","VIHATRP20240115-091","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051224","HSS-8087191","7FS5724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2527a","2","VIHATRP20240603-029","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC050808","HSS-8093059","6GFCQ54","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","cubicle area","2","ISLHTRP20250414-030","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC078482","HSS-1043145","1YQVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2500","2","REQ1003426-RITM1055559-SCTASK1689315","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC025678","HSS-8025956","5820FF3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2904A","2","VIHATRP20211227-009","","05/22/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7080 MICRO V3"
"PC050806","HSS-8058046","7YK6VH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2518","2","VIHATRP20220411-036","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC049879","HSS-8082358","47TLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2541B","2","VIHATRP20240115-092","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC044749","HSS-8080815","6RJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2500","2","VIHATRP20231127-069","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051969","HSS-8074616","8731KQ3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2570 adjacent","2","VIHATRP20230522-074","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC066061","HSS-8066084","5THFNK3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2574","2","VIHATRP20220829-149","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC090278","HSS-1046984","64S0724","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","unknown","2","REQ1339573-RITM1412762-SCTASK2275692","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC050807","HSS-8071237","4SYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2544","2","VIHATRP20230123-097","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC049881","HSS-8079553","FV9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2517","2","VIHATRP20231023-004","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC065074","HSS-8024066","CWWPTD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2574","2","VIHATRP20210906-023","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC065079","HSS-8024068","CWWPKD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2529","2","VIHATRP20210906-025","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC050810","HSS-8086340","CPD4X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2543","2","VIHATRP20240506-011","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC031253","HSS-8078288","G2VVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2524","2","VIHATRP20230911-114","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC048437","HSS-8058188","565SMH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2535","2","VIHATRP20220418-052","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC044738","HSS-8080811","76FVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2517A","2","VIHATRP20231127-065","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC065057","HSS-8022574","CWWRKD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2533","2","VIHATRP20210728-050","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC028250","HSS-8059653","726R5K3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2569","2","VIHATRP20220704-059","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC051474","HSS-8080804","80BVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2564","2","VIHATRP20231127-056","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC078916","HSS-1992832","GFYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","PACU Reception","2","DMND0004657-004","","05/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051465","HSS-8071796","3CYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2547","2","VIHATRP20230206-091","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC050809","HSS-8087731","D9Z0724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2524","2","VIHATRP20240617-046","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC052257","HSS-8009363","MJ04BUKE","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","South tower","Server room 2009","2","","","07/14/2025","Excluded","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKCENTRE M900 TOWER"
"PC050821","HSS-8090106","2VS4144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2543","2","VIHATRP20240923-068","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC051470","HSS-8086339","CMD4X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2500C","2","VIHATRP20240506-010","","06/10/2026","General Rounding","medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC051977","HSS-8071250","BNVMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2541","2","VIHATRP20230123-110","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD1000301","HSS-8096518","PF5GYCRG","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","unknown","2","ISLHTRP20251117-008","","06/22/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14"
"PC022411","HSS-8079595","HW9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2537","2","VIHATRP20231023-049","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC062604","HSS-8087729","90C6724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2509A","2","VIHATRP20240617-044","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC050800","HSS-8079550","4TQVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2512A","2","VIHATRP20231023-001","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC066063","HSS-8066087","5SDFNK3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","VIHATRP20220829-152","","06/29/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC076572","HSS-8089781","8PGS144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2517","2","VIHATRP20240916-005","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"LD064287","HSS-1044123","DYLLBZ3","VIHA-VGH-Victoria General Hospital","Victoria","Main Building","2904B","2","REQ1097503-RITM1155186-SCTASK1857109","","10/31/2023","Excluded","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC047324","HSS-8092537","HHFCQ54","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Victoria","Main Building","3704 Ultrasound","3","VIHATRP20250310-014","","02/21/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"AO001682","HSS-8094399","C24223M166","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Medical Imaging","2","ISLHTRP20250714-055","","06/18/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC050804","HSS-8079552","1XQVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2514a","2","VIHATRP20231023-003","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD086171","HSS-1046987","C4WQCW3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","unknown","2","REQ1346701-RITM1420344-SCTASK2277388","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"LD036872","HSS-8096869","PF5XANDE","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","D&T","2905B","1","ISLHTRP20251215-089","","","Excluded","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKPAD T14 GEN6"
"PC044717","HSS-8069573","3S33XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2517A","2","VIHATRP20221212-068","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC050435","HSS-8071248","8RYMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2530","2","VIHATRP20230123-108","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD086298","HSS-1047722","JLFJVW3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2527A","2","REQ1426408-RITM1504747-SCTASK2415472","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC050801","HSS-8071810","23KMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2564","2","VIHATRP20230206-105","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051463","HSS-8087728","72C6724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2527b","2","VIHATRP20240617-043","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC049880","HSS-8079602","59YVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2566","2","VIHATRP20231023-055","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051214","HSS-8085917","F264X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2543","2","VIHATRP20240422-079","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC051975","HSS-8017100","MJ089S51","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2530","2","","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKCENTRE M920Q V1"
"PC039721","HSS-8074580","9501KQ3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2537","2","VIHATRP20230522-038","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051213","HSS-8089779","GBGS144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2547 MRI Tech Area","2","VIHATRP20240916-003","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC034771","HSS-8079634","CLMVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2564","2","VIHATRP20231023-087","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC125016","HSS-1042775","9FRMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","REQ0959196-RITM1008841-SCTASK1603545","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD064288","HSS-1044124","6SKZFY3","VIHA-VGH-Victoria General Hospital","Victoria","Main Building","2904B","2","REQ1097467-RITM1155150-SCTASK1857110","","10/31/2023","Excluded","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC062337","HSS-8089780","6TS4144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2509A","2","VIHATRP20240916-004","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC050823","HSS-8088475","BJQ3724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2523 (Hallway)","2","VIHATRP20240715-037","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO005039","HSS-8094393","C24223M123","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2564","2","ISLHTRP20250714-049","","06/10/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC076514","HSS-8091474","6HFQK44","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2570","2","VIHATRP20241125-073","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC051978","HSS-8079585","3QMVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2541B","2","VIHATRP20231023-039","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC051466","HSS-8079606","4GJVPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2543","2","VIHATRP20231023-059","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD071445","HSS-1033520","772B9K3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2534","2","REQ0522940-RITM0548849-SCTASK0855176","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC065080","HSS-8024065","7ZNPDF3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","unknown","2","VIHATRP20210906-022","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC044724","HSS-8069569","BR33XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2500b","2","VIHATRP20221212-064","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC077210","HSS-1035200","FM4YTH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2500A","2","REQ0592179-RITM0621932-SCTASK0974349","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 TOWER V1"
"PC050805","HSS-8082351","5W5LPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2506","2","VIHATRP20240115-085","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC065055","HSS-8022576","CWWQKD3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2517","2","VIHATRP20210728-052","","07/13/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell PRECISION 5820 TOWER V2"
"PC051476","HSS-8071794","8QJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2570 adjacent","2","VIHATRP20230206-089","","06/06/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC071739","HSS-8099119","MZ01LLLC","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2528","2","ISLHTRP20260615-084","","07/09/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKSTATION P3 TOWER"
"PC022547","HSS-8058045","6SJNMH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2515","2","VIHATRP20220411-035","","06/10/2026","General Rounding","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"AO001702","HSS-1044466","C21B16M032","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2531","2","Lease Information Extract - HPFS Tangent","","06/18/2026","Mobile Cart","Medical Imaging","NTT-Deskside Services-VictoriaGen-Staffed","Tangent Medix T22B AiO 3517U"
